7567208,5363786
1128689,170381
6183987,388246
6183987,1176875
388246,1176875
7430296,7416824
3014498,3071064
3014498,3014520
3014498,3068927
3071064,3014520
3068927,1398004
1557354,3782605
9490838,1357166
5415686,9126376
6221496,6225992
33926546,31963530
11244400,5631690
5631690,11166464
7426339,7426338
7426339,7426363
7426363,7426371
3872440,5865259
3382118,6690836
3382118,6076455
6690836,6076455
10764441,10875606
10764441,12069532
10764441,10764408
10875606,10641743
31039731,923989
1143732,1257678
1257678,5086552
5086552,10623886
7013802,2856612
1828609,7438761
3658304,3651765
5255,34010556
5255,34010567
5255,35453043
34010556,111393
111393,34010572
7631833,6688154
11224103,11148029
11148029,11237995
11237995,11342874
7174215,11760086
2526700,2482113
2526700,1264492
2482113,2338113
2338113,1264492
25126,60673
25126,24822
24822,25152
7430125,2452747
12143170,7585970
4995909,2496856
2496856,5514
5514,4340155
4340155,3956070
3956070,3442058
3442058,3847683
3847683,3103582
3103582,11631838
11631838,2682817
2682817,12399
12399,615585
615585,164230
164230,6194996
6194996,12150300
12150300,3175146
3175146,11649443
11649443,271591
271591,3224974
3224974,9147986
9147986,10591806
10591806,1412657
1412657,6194997
6194997,6665316
6665316,6665319
6665319,329089
329089,5724991
5724991,4995970
4995970,2826841
2826841,1491409
1491409,3423947
3423947,8180116
8180116,2970049
2970049,7298519
7298519,2531877
2531877,6059
6059,8111493
8111493,4220791
4220791,6505052
6505052,2738782
2738782,2658451
2658451,10090945
10090945,9471885
9471885,3463261
3463261,8335301
8335301,2763588
2763588,1428278
4607307,51238
4607307,51270
51238,11236046
11236046,51263
51263,51270
4246272,9690139
9690139,9743575
433810,1415919
4254951,1955800
4254951,2459730
1955800,2459730
1560960,1387467
1560960,1387465
6240377,1775268
155774,35360759
1140323,1140325
1140323,1140327
7203816,1751520
7203816,10681630
1751520,10681630
103757,1716211
103757,78408
78408,139330
139330,140288
2750183,2789295
5478023,4125107
4125107,3845123
3420258,3383861
4288231,194127
9891745,2087404
35353876,34964061
4755743,4755229
4755743,4755445
4755229,4755445
858611,1639798
858611,3864144
1639798,3864144
3845953,3890726
3845953,4521023
3890726,4521023
9501256,9500402
9501256,9501057
9501256,9501292
9500402,9501034
9501034,9501174
9501174,9500874
9500874,9501286
9501286,9500875
9500875,9501295
9501295,9501082
9501082,9501285
9501285,605252
605252,9500958
9500958,9501087
9501087,9501206
9501206,9501116
9501116,9501229
9501229,9501350
9501350,9501228
9501228,100963
100963,9501293
9501293,9501372
9501372,9500434
9500434,9500876
9500876,9501115
9501115,9500936
9500936,9501204
9501204,9500918
9500918,9501347
9501347,9501370
9501370,9500897
9500897,9501319
9501319,9501257
9501257,9501088
9501088,9501405
9501405,9501254
9501254,9501289
9501289,9501012
9501012,9500872
9500872,9501170
9501170,9500937
9500937,9500873
9500873,9501406
9501406,9501016
9501016,9501488
9501488,9500555
9500555,100966
100966,9500300
9500300,101072
101072,9499481
9499481,100965
100965,9499992
9499992,9500157
9500157,2930330
2930330,9500211
9500211,9500385
9500385,9500236
9500236,9500540
9500540,100977
100977,9501060
9501060,9500542
9500542,9501039
9501039,9501119
9501119,9501169
9501169,9500896
9500896,9501057
9501292,9501318
9501318,9501349
1917673,3411271
1917673,1655469
1655469,85641
85641,78559
78559,59476
59476,4489328
3050546,2695104
3050546,2813265
3050546,2736319
2695104,312322
312322,2761120
1162768,8012171
8012171,1587261
2868677,811501
6310700,5617308
8602386,8556984
6940137,5473195
262475,525661
109341,813659
5822957,5823062
5823062,5822969
5822969,1919914
1919914,5822970
536588,1284838
9438580,7621350
9292090,7624900
9098060,1222206
11550800,11552154
11552154,12463869
12463869,12464158
12464158,6556579
6556579,18768692
5562784,3758945
3000156,3000155
4643532,4643536
4643532,7535287
17858,62764
7374319,33259090
7374319,35360728
7374319,10390373
33259090,35360728
10390373,10825243
4455076,5073951
6855704,11096
6855704,2143655
11096,7674336
7674336,2143655
3929771,10600497
2728227,3715612
6226836,6586648
714006,1123443
7126779,7804811
7804811,7826900
1475527,362554
1475527,1664789
362554,1664789
82065,1079180
3659913,6875086
12253721,9551361
6898156,21521461
21521461,4228990
1128973,4375145
531538,291767
531538,5732872
4488683,460027
2565529,2565527
7318309,480473
9416479,10752129
9416479,3944924
3944924,8399679
8399679,3884111
7341189,6940779
404205,1467906
7255582,3392088
6432896,7741936
3326126,5818466
1301582,32421041
13274883,2660802
8012791,7819435
31076572,31076703
1648405,5092764
1648405,617716
617716,3564122
3564122,5585136
9171958,6603178
33138402,11476517
125348,125345
125348,125340
125348,125349
125345,1231373
1231373,125340
125349,125341
125341,1231350
1231350,125344
125344,125343
125343,125339
125339,795338
795338,334792
30498721,2881688
2291901,2351981
2291901,2437447
113844,89134
17141,7310687
17141,459868
459868,8994181
8994181,30394614
3071861,5930095
3071861,3071860
5484764,2036686
10205496,154304
5273728,1563246
1143738,917018
2528049,4520646
4660996,85194
12174540,12433161
3333674,307805
3333674,3162573
3162573,1924395
5474767,351987
188417,25194
6927697,8649252
33320848,1282567
1326996,5027329
3936635,2903100
3936635,4024839
11267380,2509151
10453619,5996738
10453619,10087522
12101868,32718040
30762176,30756418
30762176,14149140
30756418,14149140
10384719,394092
394092,10226940
2637747,3484048
113271,113340
3284501,3284500
30958341,2795536
5014297,5499999
5014297,5014292
5014292,5014298
3227684,3348039
1833464,1692357
1833464,2137355
11266528,4565923
4778761,3544153
5014325,5014328
6850880,2261118
623043,3485358
3485358,3558806
10350135,4463123
8112967,711115
257942,1822875
257942,2172398
335258,1093968
335258,1093954
1093968,1093954
33062149,33062942
2191417,275506
275506,2326625
2326625,275106
275106,210524
210524,457024
457024,3090548
10537163,4663032
2180675,8279574
2180675,3031999
3071130,2248420
6448406,1539491
34922857,34922855
34922857,11092441
34922855,34922854
34922854,11092441
662256,7027992
7027992,666987
2554003,3516965
2554003,2973217
2973217,3040594
1649950,3336951
1649950,7706171
7706171,2800536
6545977,5226053
5226053,5967413
3366667,8557066
8557066,212100
212100,433654
6512514,10799951
8699962,8377164
3267997,3267998
3267997,2867261
3267998,2867261
9126378,9126381
193662,4088319
193662,1918838
1918838,2644134
13688311,34194717
13688311,34194719
3515630,3550484
3515630,3675997
3550484,3675997
5397865,5871892
5397865,10768095
5397865,5913695
5871892,10768095
565932,34204566
3957840,7393435
3957840,6501641
10173817,10174088
456530,16283720
7201511,7445204
7201511,7201555
7201511,7439615
7248357,11271414
10660977,10370625
3721511,1727221
7201555,7439615
13413358,2256964
3555816,8318315
3555816,8318323
3555816,8318320
8318315,655519
655519,8318318
8318318,8318324
8318324,8318321
8318321,1569310
1569310,8318322
8318322,8318323
2013537,4304735
8132316,1913347
6691762,7286289
3429728,3372525
107840,189341
4486548,4470802
4486548,4469499
2045683,5573652
3702359,2991040
3702359,3604693
2171850,2050957
1922991,11190355
6811992,4103406
2710359,1957115
34633328,1460098
34633328,878880
1460098,878880
31427965,31427963
31427963,31427967
31427967,31427966
34010701,13734038
13734038,34010674
34010674,34010662
34010662,34010725
8256316,8198696
8198696,8097942
8097942,8255890
5855982,5855979
8500055,8500046
8500055,8500050
8500055,8500051
8500046,8500047
8500047,8500050
8500051,8500045
8500045,8500053
8500053,8500052
8500052,8500054
8500054,8500058
8500058,8500056
4293697,4293696
3095635,1408993
1408993,2994885
12487801,19055721
12487801,12459223
19055721,12459223
7513495,10443064
8012561,9605200
31233008,7810726
7810726,9325795
5520473,5520474
5520473,5520472
5520474,5520472
5913349,2814209
652496,106931
652496,652511
652496,485347
3341950,3341952
10378761,2898879
1559892,3154970
6317866,14074501
6317866,14412902
6317866,34774180
14074501,14412902
34774180,34995973
34995973,7356295
12069532,10625855
6112680,448188
6112680,7276433
448188,7276433
8990918,334288
3025523,3174624
34917790,34962912
34917790,12356087
34917790,35070316
34962912,35070713
35070713,12356087
35070316,2426333
2549,2659352
2549,11262582
2549,2574182
2659352,14531
14531,822308
822308,1390197
1390197,2020070
2020070,7532023
7532023,15160
15160,8645915
8645915,111534
111534,1792868
1792868,721824
721824,1314137
1314137,11262582
5914733,5046654
8776069,3222141
2232597,5043024
2232597,6222838
2232597,5602812
5043024,5918767
5918767,5778224
5778224,1547527
1547527,5588248
5588248,6217017
6217017,5043027
5043027,6222838
5602812,972603
972603,6215970
4769435,373197
373197,3024803
3024803,2996214
2996214,3441231
3441231,2781798
2781798,3270292
3270292,3714085
69287,2496586
264775,2427225
264775,3079934
2427225,3079934
33231731,12699307
33231731,332227
12699307,332227
6406552,8002044
3659944,1663110
3159135,9710397
186624,2911860
11847766,11122336
11847766,10104024
11847766,3635114
11122336,11813964
11813964,11122337
11122337,10104024
3635114,11210532
11210532,11208601
2224304,860047
2224304,860046
860047,649273
649273,860046
7832391,7858508
3064391,2511840
1687261,599578
6110041,5933747
6110041,3234355
5933747,3234355
1634306,3472605
32844321,10331980
608679,4857817
4857817,5065035
5065035,5065014
5065014,5064629
5064629,5064619
1739832,13634383
3071529,2822184
153469,6123976
6123976,6338175
6338175,4040583
4040583,598532
9048231,7561345
1851016,250773
250773,76890
76890,30464872
4119367,3731893
963349,963359
4621969,7910522
31604764,31252009
31604764,31604762
31252009,31604762
673935,673944
9325327,1764640
915932,3944289
704415,669653
704415,1271335
704415,817986
669653,46616
46616,105854
105854,192488
192488,3322974
3322974,332711
332711,491338
491338,1271335
817986,495171
495171,23982
10848369,7328329
126827,97582
97582,1002523
1002523,101376
101376,989408
10907614,2554848
2901705,2791892
219361,397635
10225536,21763944
5591721,134858
906471,10344867
906471,12625214
10344867,334280
334280,12625214
3124159,2913326
3124159,2884792
2913326,2850873
2850873,2884792
1609819,1609877
1609877,1484474
1484474,2174546
2174546,1607778
1607778,1697166
1697166,2174587
72356,4434518
4281212,5687448
7803759,3472903
472300,10820904
5774662,6103204
5774662,4070650
18278069,12533455
18278069,17174120
12533455,17174120
3896647,1377099
3896647,4132456
3896647,2691529
1377099,4132456
3904876,2793223
33864009,1454845
1245425,3579437
1421397,4877478
356088,780311
10128545,1290800
289332,2720685
2720685,3844964
8261866,33971197
1287093,1635396
11572798,1704588
1704588,1659808
95203,7284146
9296005,9812798
9812798,9797241
9797241,9296004
9296004,9338828
9338828,10615239
5876659,2636607
5876659,5876660
2636607,5876660
36334,1908252
36334,84499
11815021,7197816
11815021,7141445
7197816,7141445
494371,22697
22697,391196
1604199,1787220
24197885,525519
3421775,4489024
2893417,2860438
13753058,127720
127720,30486079
3671937,3372554
558427,1077941
1077941,110067
110067,708946
708946,141419
9437114,9436905
9436905,9437116
9437116,9437115
1274799,2089769
3219916,2560972
9232701,182390
9232701,7738548
182390,7738548
4745076,4607976
4745076,4739857
4745076,4641457
4607976,4739857
4641457,497910
7780924,10781131
7780924,10866073
2123564,7677874
2123564,7822571
2123564,81850
7677874,6510909
6510909,7822571
81850,32465102
1582336,38791
10715703,12192989
1926957,1894652
1926957,1926778
1894652,1926778
1750163,1633
1750163,1079517
1633,1079517
8140767,5012514
7544384,9209867
22882,3616282
22882,2037084
3616282,2037084
5065027,3840589
3840589,150715
150715,5065081
5065081,5065056
1623585,3663848
3663848,1623582
1623582,2350733
3584282,3353896
6292185,6241423
7910526,3683901
2124428,6275509
2124428,6652882
6275509,6652882
35019,961556
35019,4773564
4773564,4866933
4866933,6544738
6544738,10980375
10980375,307865
307865,28530084
9344575,8640192
403861,403862
5565027,5565022
5565022,5565026
5565026,5565024
5565024,5565028
5565028,5565023
5565023,5565030
5565030,5565029
5565029,5565031
3701763,756768
4459849,10777889
3439567,2200765
1880227,1544975
8678811,7450005
4288430,4285129
4288430,740679
5065086,5065022
5065086,2954497
5065086,5065124
5065022,5064643
5064643,409069
409069,2954497
5065124,3636957
3636957,5065094
5065094,5065097
5065097,5065087
5065087,3730952
3730952,5064635
5064635,5064633
5064633,1328692
1328692,5871222
5871222,598617
598617,2788777
2788777,2532316
9197646,9197645
9197645,9197651
9197133,9197161
9197133,9197132
9197161,9197076
9197076,9197106
9197106,9197108
9197108,9197089
9197089,9197096
9197096,9197109
6550149,2952493
2952493,10016343
6272466,11049501
510435,743038
7739676,2563620
2563620,4036953
4036953,6516081
69820,522279
7764150,2095872
740409,1505303
6310686,6324976
6310686,6398366
4120,2079409
7914,1572215
3703283,2580675
3703283,2582283
2580675,2582283
8232522,6381434
8232522,8410458
8232522,1413092
6381434,3225130
3225130,8232982
8232982,8410458
1413092,10289816
1827423,1548973
818968,2816093
818968,3309973
5763641,5898244
385556,3635396
3635396,100030
100030,2893464
981,3859562
4196828,8348552
10443763,31097149
6091672,3495416
6091672,6091683
6091672,6091680
3495416,6091683
3150003,2412623
5120557,5120556
5120557,6134452
5120557,5136340
5120556,6134452
7708248,32318340
4617351,327662
4617351,5715068
10552838,328413
10552838,542649
10552838,9579787
328413,542649
572716,1459842
1459842,9529767
32777754,7706165
7706165,32796732
1549786,2306940
2376967,3155821
9488915,8701310
23782,587174
587174,11051621
11051621,11280027
9159,15665
15665,11977
2591979,2344251
2591979,2585804
331549,2685289
11998089,11054909
1754349,1238549
1238549,7257741
5874491,5501379
9103337,6621896
10914678,6560387
5834657,5834658
5834657,5834667
5834658,5834656
5834656,5834667
2001318,1998106
75475,38518
38518,947052
947052,298654
298654,538186
5016709,2179920
6134533,9255822
741517,750486
741517,772193
10978397,10978665
60583,3385007
3385007,3828820
32183629,31192650
60595,7855424
33666323,33423631
4060413,88714
4060413,3945013
4060413,12154333
1730922,6648179
1730922,372609
1730922,14256385
6648179,4454052
4454052,372609
14256385,11468051
31163867,13156992
8298576,4445315
3651111,2938690
916533,59397
59397,2026
2026,3762325
3762325,971176
3980129,8522363
8522363,10294295
10294295,10472102
1559940,202741
202741,779248
779248,266249
266249,75529
75529,779251
959240,67490
959240,959248
959240,412166
67490,112867
112867,959239
959239,349125
349125,248882
248882,248896
248896,112886
112886,959248
412166,1040100
1040100,112884
112884,1040130
1040130,1040083
1040083,248870
248870,959253
959253,959242
959242,96899
96899,1040077
1040077,1040073
386120,12514989
386120,7370129
386120,13438393
12514989,13379248
13379248,32694553
1891677,6002
1891677,1936230
1891677,8773121
6002,1936230
6216746,6217167
1619393,599678
8283405,7231008
957393,6933300
957393,4648535
6933300,5068067
5068067,4648535
1590178,256009
1590178,3788249
256009,3788249
5664550,5664554
5664550,5681514
3162972,6865110
5065680,8605895
5065680,8606170
31175303,9716407
8784824,5525794
414603,2682614
2682614,694304
694304,2501570
2501570,13304
13304,2779836
2998317,122735
122735,26971
26971,45319
6975134,3387814
6975134,2789974
3387814,2789974
32270645,32093133
32270645,2016976
2016976,31378986
239186,3328173
2259864,507900
2259864,2984859
507900,507905
507905,507897
507897,507899
507899,507898
507898,4706378
1345717,1414557
8782770,8642184
31598510,7846197
1268912,1670552
1670552,1007055
1007055,9745155
6914324,3784672
401532,6262986
10753111,10570515
6961927,6276421
4512578,4623173
2710546,3156822
3466746,7435383
3535180,7810466
3535180,11579940
3535180,12093496
7810466,11579940
33753022,12190520
10775519,10663622
11643058,11643059
974720,1142729
974720,2950188
11320228,4071294
4745922,1681186
1681186,30781970
30781970,765038
765038,316490
1676227,2724228
3122053,2614543
7173940,7144197
7144197,7263687
2927917,5014270
33620804,33306399
3076962,3077337
6834862,5516920
6834862,3143313
5516920,3143313
5639380,9527981
5639380,9528017
9527981,9528017
140302,33609415
140302,814660
33609415,33597576
33597576,814660
2908221,7384493
2908221,6975343
7384493,6975343
9344292,10850015
2752737,4875872
683886,469906
683886,16249
16249,752626
752626,1144742
1144742,1250454
2500989,2482193
2500989,1294312
2482193,1294312
12097952,12135005
12097952,12186884
2424940,3730480
3730480,6002145
6002145,3539703
3539703,1005462
1005462,2476944
120046,70561
120046,120052
120046,129187
70561,120052
31496736,31531872
31496736,1185975
1185975,31484485
8300634,8550738
6104583,5892119
9201081,9201079
9201081,9201083
9201081,9201080
9201079,9201083
1980627,2633193
11223732,11984865
11223732,8044820
11223732,10477001
11984865,11187375
11187375,2468178
2468178,8044820
10477001,3191868
3191868,9056619
1259963,265768
3772742,3778741
534275,1651878
4001434,6127490
582273,2939007
6965415,6965388
6965415,5018725
6965388,7615405
7615405,5018725
6115439,6112630
6115439,6112640
6112630,6112640
261704,34328571
6582042,150255
34010567,5249
35453043,6972249
2125908,4895752
7240657,7240656
7240656,7715741
10221580,1701561
10311450,3751487
2670585,2855663
8247758,23813837
1940455,11975342
1940455,32587890
32587890,31971883
31971883,341568
341568,12224787
12224787,5524718
5034359,5034358
1049799,1638417
6266091,6468598
6783957,5667579
366731,366765
366731,366763
2525731,2028936
2525731,1503765
2525731,1503759
2028936,1503765
1503759,1473981
1473981,2081767
2081767,2955739
2955739,488459
488459,1473983
1473983,2028934
2028934,1551162
1551162,2436534
2436534,1473988
1473988,2028933
2028933,2160687
2160687,1551166
1551166,1503752
1503752,2005869
2005869,3024363
3024363,2278387
9179388,3407057
2096019,3725782
5746330,5157803
6911554,6911555
6911554,6911596
6911555,6515524
6515524,6619038
6619038,6911596
5590899,6847308
5590899,6848287
5590899,6909645
6847308,4293797
4293797,6848287
250240,527633
250240,874454
250240,3332534
254415,78318
78318,80233
80233,80258
80258,7121
7121,62766
62766,286320
286320,428524
428524,7354
7354,62777
62777,62732
62732,70037
70037,62804
62804,7136
7136,70014
1401287,3076091
421059,1352749
13241451,13693071
4524858,4485760
4524858,4486616
4485760,4486616
1332320,4621776
1263803,8992436
18388,2594662
2674780,1211068
8331392,356787
2021547,2692553
3592764,753229
3566959,479109
2728472,2744338
6181075,3467166
10580431,10643371
8310294,8310671
2895801,7580027
2895801,7315002
7580027,7315002
6951760,1269995
1269995,4598522
4598522,6858136
9027778,6827261
986871,6601
6601,37554
37554,80249
80249,62742
62742,335199
335199,7156
7156,62753
62753,62783
2159795,3013416
2159795,12368910
2159795,4716672
3013416,12368910
4716672,1550491
1550491,500824
500824,9207441
124042,155155
35004243,3899523
791160,791170
34386944,34893806
3178722,2535534
3627345,3171375
3171375,6812477
2488839,6388659
147047,3596800
2802535,139673
729876,177449
9437016,470495
9437016,9437048
9437016,1396938
470495,9436931
9436931,580302
580302,9437045
9437045,9437048
1396938,9436896
9436896,580282
580282,2217760
2217760,549607
549607,3188616
3356761,3313445
3356761,3344592
3356761,3356982
3313445,2601524
2601524,3415215
3415215,3344592
3122706,3301817
159929,4367076
4367076,3427862
3637366,4431234
4431234,4417394
32535474,4890195
1318562,5709770
9296785,7211723
1480928,1478345
151997,38167
8772185,8691718
32223201,12693485
5060299,99203
5494882,4423161
23378238,23378236
2778925,2778928
3624862,2576614
3624862,837282
3624862,268755
2576614,837282
268755,258638
258638,1157866
1157866,144945
2058729,2040469
8434245,5458360
3392451,4378189
9295437,6614490
4469452,4472088
4472088,4579337
11335892,31382469
4752650,5756977
4752650,3887858
4752650,9680688
5756977,3887858
9680688,31295461
31637508,31635960
31635960,10831782
10831782,22840314
22840314,12658193
12658193,10194574
10194574,4193504
4193504,10407692
10407692,12814871
12814871,6770536
6770536,1528629
1528629,32743414
2673008,544162
347384,4421596
4288107,1018281
4288107,4507886
1018281,4507886
6399412,7052048
30551949,30653323
30653323,30639976
30639976,30672175
30672175,30549706
30549706,393196
393196,30635492
30635492,11474145
11474145,30919754
30919754,11474159
11474159,30746909
30746909,30636016
30636016,30672146
30672146,30581060
30581060,7042688
535130,535134
8066723,8066722
8066723,9705393
8066722,9705393
2637811,10657857
3945013,3730821
3945013,4059767
12154333,88709
88709,8633485
8633485,3230768
3230768,12154519
12154519,3730821
4059767,396386
396386,4059821
4059821,20919
623078,197012
623078,1892452
197012,1892452
8413714,1027881
5496336,3509024
217150,33102476
12388645,12388644
3620357,2698389
33847510,33754964
33847510,33751435
33847510,34079895
33754964,33830428
33830428,33751435
3527672,3551077
3527672,3549169
3551077,3546022
3546022,3549169
34010815,34010810
34010810,34010811
34010811,34010796
34010796,34010809
131023,268850
268850,258148
6483767,11159562
70905,6302575
3560347,2977041
3560347,593548
2977041,593548
4019270,4032406
7593827,10468515
7593827,10414287
4643531,4643521
4643521,2245954
2245954,7535287
5065095,310626
4862354,2686866
4862354,937720
6319208,6894835
2422690,2663444
2043892,4027724
8488463,2923485
1606048,100153
9808208,9789496
10588888,10565466
10588888,10567128
10588888,6824046
2918900,2918901
375128,6576832
3241840,3241883
5873999,10656804
9566315,7515823
3307626,3307628
3307626,2806397
2806397,3313548
3313548,3307625
3307625,3307636
6270488,11338826
7519309,7519019
9406060,9406059
2594554,2556557
2556557,1812059
1812059,2463798
2463798,987223
987223,2661224
1396639,144113
10414046,7231963
38375,86873
8802959,5081363
1605903,37942
1605903,418780
37942,418780
9169480,9195148
7539816,7469323
1981931,1967089
1967089,1967088
1967088,10665
10665,453126
801842,3171765
4497175,3388432
3005390,3283056
3283056,32839205
6383398,2360287
3663829,3901527
3901527,3836683
3836683,3669960
897461,33800
897461,402819
897461,1245132
33800,402819
1245132,1245145
4300495,4111934
4300495,977220
4300495,2520427
4111934,977220
2664443,11792004
6786638,6785952
13378338,6965831
34302415,35123330
34302415,35170913
35170913,34903723
34903723,35051654
35051654,34903726
34903726,34996210
1347130,1960446
427146,1847234
2761273,11734270
11035013,10972873
11035013,3586695
6235131,9213786
27562,253188
32438699,32034286
4005133,485494
4005133,34407038
30996097,765128
765128,765130
449882,2122102
2135769,2135766
1690200,2863749
1690200,5411811
2863749,5411811
6693562,1316957
6580941,6392085
10658303,10885775
6824046,10657611
121682,9431149
9431149,9766688
1198794,10094480
33651800,10085327
11772742,7465681
4784249,2235190
12427025,14584561
12427025,12430388
677419,547214
2537222,3345454
656524,229983
229983,656516
9145239,7745436
10520681,34199107
10520681,34359537
10520681,34473325
2000180,1763353
1763353,12669771
9789108,3226868
767886,2713462
11196044,386840
8002683,30631547
2192040,3374458
1237316,2334536
7137789,12508271
6191477,7201386
2377560,3411260
34300901,32190246
32190246,34362238
5809747,9582298
2771163,10153893
10153893,349229
32971559,2777599
220953,1799215
1799215,220921
220921,2462655
2462655,2013993
2013993,2017407
868156,4122390
868156,2403308
868156,4122336
4122390,4122423
4122423,13414
13414,2403308
4122336,4122369
1292226,3790974
5450917,10313673
674506,3278236
3278236,3279202
5512519,6134353
142561,9522723
2477369,6359768
535380,4503821
535380,909503
909503,1713489
6119000,450032
706549,706548
32783611,32871403
5042973,3352083
5563319,6920180
5563319,5747314
307541,2816486
2816486,7116366
7116366,5078887
1789487,4261630
2501737,1968925
50227,158140
50227,65423
5477909,3401741
171131,920708
171131,164809
164809,269609
269609,152283
35051175,35052682
35051175,35053569
35052682,10501382
10501382,35053569
7156747,8335115
30737640,8817100
9578091,9578089
8031209,3572735
34985303,34994214
4857560,1551901
3783824,10581415
3783824,63944
63944,9803294
9803294,9378948
9378948,10451155
10451155,2543998
2543998,9806347
9806347,152026
152026,3328634
3328634,7915282
7915282,63278
63278,1107676
1107676,408171
408171,6173906
6173906,1112320
305679,134486
134486,62772
1742529,1813374
1742529,160082
1742529,658540
1813374,5562353
5562353,160082
1027160,100972
1027160,101311
100972,101311
9679537,11326553
9679537,10108910
9679537,6850502
11326553,10108910
9135517,30653064
3691985,6298669
699688,697682
2023435,3158139
6952688,14098579
6952688,33711114
14098579,33711114
5783294,3754803
31616823,11374865
3380235,3838616
1302985,1302987
1302985,1302984
1302985,1302989
1302987,1302986
1302986,1302988
1302988,1302984
8830893,8073252
277311,277312
201919,2749125
201919,2756655
11189682,6424491
11189682,12553178
7847634,7426216
7847634,1503196
1503196,12826688
12826688,4695369
13803252,5701051
33170532,33754070
9432658,10135295
2193659,1436457
4975014,4975015
32829616,9485912
32829616,32743119
32829616,3164988
9485912,32743217
32743217,32743119
3164988,32276017
8532230,8666935
8532230,8677844
8666935,7944397
7944397,8677844
4857094,3411361
2592694,1961017
1631777,1629957
4526781,4515636
6911749,6806657
13373999,34748132
33777974,10502987
3515205,2557556
2557556,3515227
248227,2679622
1190528,10484770
30922821,11271823
8887098,334077
5043322,10742249
725871,676971
5619833,4447985
7666319,9920446
9920446,106986
106986,2382877
7240623,7240626
676674,2907930
676674,2929424
1797313,7270921
1797313,8300162
807810,4490016
807810,10534
10534,874454
3332534,10796
5708338,5005297
78386,7447
7447,258155
258155,619176
619176,816164
2457303,2562796
144279,7275223
144279,42557
144279,2579888
2656026,7407456
10176110,10167548
10176110,10167547
5407283,1733617
4465769,4488041
4465769,4466331
4465769,4294089
4488041,4466331
4270299,4401849
4270299,4270301
4401849,4270301
8399289,1087874
8399289,5458276
7524254,9366852
7524254,7558268
9366852,7558268
8549513,4436525
7660606,10154062
7660606,10098357
10154062,10098357
2579269,3614898
2579269,3650523
3650523,3107053
3107053,2541850
2541850,3695183
14599064,7613557
5701244,5701243
6261810,6468597
31244074,3131118
31244074,34419609
427195,3273330
427195,2943586
427195,1316546
3273330,183004
183004,3301427
3301427,1508308
1508308,2562561
2562561,3304586
3304586,3406616
3406616,2943586
3503949,3503950
8966252,35017813
3355361,3429680
1278109,64042
1928814,4494411
10351940,857742
1481057,1016652
451596,41644
41644,2855069
6515292,6526978
6515292,6588898
6526978,6588898
3141281,7184091
1496965,1496966
1952202,1648804
214512,3512340
3512340,2640731
10708565,33223068
12091664,3037663
1190176,1029817
10094297,2794154
1275285,2212050
10280329,7167816
2811272,4288827
2811272,1729602
2811272,7265177
4288827,637130
637130,4680306
4680306,1729602
31144767,21818335
2469673,9551968
19587,4494730
4494730,2885948
2885948,6605713
6192402,3397368
6192402,1776528
1776528,3330797
166083,1033753
166083,3921969
166083,4489276
1033753,4015190
4015190,3921969
4489276,3792539
4115530,4115531
12017056,10152968
8032707,8032092
2886362,725963
725963,803585
34415162,32674343
6612263,3848243
1379582,2145855
3372544,3662073
3372544,3505440
4239137,3464820
8755843,8826180
34689041,34215183
21619,113160
113160,32572705
